origin_lat,origin_lon,destination_lat,destination_lon,travel_time_minutes
54.929807999999994,23.8075156,54.9311636,23.8130724,6.0
54.9311636,23.8130724,54.9327774,23.812842099999997,2.0
54.9327774,23.812842099999997,54.9328234,23.812846999999998,1.0
54.9328234,23.812846999999998,54.9340669,23.8130213,2.0
54.9340669,23.8130213,54.9342986,23.814392599999998,1.0
54.9342986,23.814392599999998,54.934342199999996,23.8146608,1.0
54.934342199999996,23.8146608,54.934704399999994,23.816884299999998,2.0
54.934704399999994,23.816884299999998,54.9351941,23.8166293,1.0
54.9351941,23.8166293,54.9379121,23.8152896,4.0
54.9379121,23.8152896,54.9379674,23.815263899999998,1.0
54.9379674,23.815263899999998,54.9393241,23.814615999999997,2.0
54.9393241,23.814615999999997,54.940363899999994,23.814108599999997,2.0
54.941476599999994,23.7987973,54.942236199999996,23.801750199999997,3.0
54.942236199999996,23.801750199999997,54.9422548,23.8018215,1.0
54.9422548,23.8018215,54.9428777,23.8041876,2.0
54.9428777,23.8041876,54.9432213,23.805496899999998,1.0
54.9432213,23.805496899999998,54.944079599999995,23.8086138,3.0
54.944079599999995,23.8086138,54.9445367,23.8102369,2.0
54.9445367,23.8102369,54.9450392,23.8120753,2.0
54.9450392,23.8120753,54.942501299999996,23.8134831,4.0
54.942501299999996,23.8134831,54.940363899999994,23.814108599999997,3.0
54.908856799999995,23.8158656,54.908460999999996,23.8182895,2.0
54.908460999999996,23.8182895,54.908427599999996,23.8243837,5.0
54.908427599999996,23.8243837,54.908548499999995,23.8299682,5.0
54.908548499999995,23.8299682,54.9085798,23.8301545,1.0
54.9085798,23.8301545,54.9093084,23.8415505,4.0
54.9085798,23.8301545,54.9093084,23.8415505,3.0
54.9085798,23.8301545,54.9093084,23.8415505,3.0
54.9093084,23.8415505,54.909371799999995,23.8416236,1.0
54.909371799999995,23.8416236,54.9094523,23.8417164,1.0
54.9094523,23.8417164,54.9122601,23.8448899,5.0
54.9122601,23.8448899,54.9147186,23.83916,6.0
54.9147186,23.83916,54.9162797,23.8357715,4.0
54.9162797,23.8357715,54.9161712,23.8356232,1.0
54.9161712,23.8356232,54.9157775,23.835346899999998,1.0
54.9157775,23.835346899999998,54.9146169,23.8345032,2.0
54.9146169,23.8345032,54.9134184,23.833664,2.0
54.9134184,23.833664,54.910248499999994,23.8339227,11.0
54.910248499999994,23.8339227,54.9029512,23.833800999999998,1.0
54.910248499999994,23.8339227,54.9029512,23.833800999999998,11.0
54.9029512,23.833800999999998,54.902821499999995,23.8324104,10.0
54.902821499999995,23.8324104,54.904579,23.8327891,2.0
54.908856799999995,23.8158656,54.908460999999996,23.8182895,2.0
54.908460999999996,23.8182895,54.908427599999996,23.8243837,5.0
54.908427599999996,23.8243837,54.908548499999995,23.8299682,5.0
54.908548499999995,23.8299682,54.9085798,23.8301545,1.0
54.9085798,23.8301545,54.9093084,23.8415505,4.0
54.9085798,23.8301545,54.9093084,23.8415505,3.0
54.9085798,23.8301545,54.9093084,23.8415505,3.0
54.9093084,23.8415505,54.909371799999995,23.8416236,1.0
54.909371799999995,23.8416236,54.9094523,23.8417164,1.0
54.9094523,23.8417164,54.9122601,23.8448899,5.0
54.9122601,23.8448899,54.9147186,23.83916,6.0
54.9147186,23.83916,54.9162797,23.8357715,4.0
54.9162797,23.8357715,54.9170437,23.8339739,2.0
54.9170437,23.8339739,54.9171809,23.8336696,1.0
54.9171809,23.8336696,54.9180589,23.831721899999998,2.0
54.9180589,23.831721899999998,54.918338299999995,23.8311021,1.0
54.918338299999995,23.8311021,54.9187782,23.8301275,1.0
54.9187782,23.8301275,54.919062399999994,23.8294954,1.0
54.919062399999994,23.8294954,54.9197409,23.8279614,2.0
54.9197409,23.8279614,54.9199628,23.827327,1.0
54.9199628,23.827327,54.9200774,23.8269199,1.0
54.9200774,23.8269199,54.9203756,23.8243665,2.0
54.9203756,23.8243665,54.9204004,23.823703599999998,1.0
54.9204004,23.823703599999998,54.9204115,23.823407099999997,1.0
54.9204115,23.823407099999997,54.920486999999994,23.821332899999998,2.0
54.920486999999994,23.821332899999998,54.920533,23.819958699999997,1.0
54.920533,23.819958699999997,54.920602099999996,23.8177484,2.0
54.920602099999996,23.8177484,54.9206104,23.817484,1.0
54.908856799999995,23.8158656,54.908460999999996,23.8182895,2.0
54.908460999999996,23.8182895,54.908427599999996,23.8243837,5.0
54.908427599999996,23.8243837,54.908548499999995,23.8299682,5.0
54.908548499999995,23.8299682,54.9085798,23.8301545,1.0
54.9085798,23.8301545,54.9093084,23.8415505,4.0
54.9085798,23.8301545,54.9093084,23.8415505,3.0
54.9085798,23.8301545,54.9093084,23.8415505,3.0
54.9093084,23.8415505,54.909371799999995,23.8416236,1.0
54.909371799999995,23.8416236,54.9094523,23.8417164,1.0
54.9094523,23.8417164,54.9122601,23.8448899,5.0
54.9122601,23.8448899,54.9147186,23.83916,6.0
54.9147186,23.83916,54.9162797,23.8357715,4.0
54.9162797,23.8357715,54.9170437,23.8339739,2.0
54.9170437,23.8339739,54.9171809,23.8336696,1.0
54.9171809,23.8336696,54.9180589,23.831721899999998,2.0
54.9180589,23.831721899999998,54.918338299999995,23.8311021,1.0
54.918338299999995,23.8311021,54.9187782,23.8301275,1.0
54.9187782,23.8301275,54.919062399999994,23.8294954,1.0
54.919062399999994,23.8294954,54.9197409,23.8279614,2.0
54.9197409,23.8279614,54.9199628,23.827327,1.0
54.9206104,23.817484,54.920602099999996,23.8177484,1.0
54.920602099999996,23.8177484,54.920533,23.819958699999997,2.0
54.920533,23.819958699999997,54.920486999999994,23.821332899999998,1.0
54.920486999999994,23.821332899999998,54.9204115,23.823407099999997,2.0
54.9204115,23.823407099999997,54.9204004,23.823703599999998,1.0
54.9204004,23.823703599999998,54.9203756,23.8243665,1.0
54.9203756,23.8243665,54.9200774,23.8269199,2.0
54.9200774,23.8269199,54.9199628,23.827327,1.0
54.9206104,23.817484,54.920602099999996,23.8177484,1.0
54.920602099999996,23.8177484,54.920533,23.819958699999997,2.0
54.920533,23.819958699999997,54.920486999999994,23.821332899999998,1.0
54.920486999999994,23.821332899999998,54.9204115,23.823407099999997,2.0
54.9204115,23.823407099999997,54.9204004,23.823703599999998,1.0
54.9204004,23.823703599999998,54.9203756,23.8243665,1.0
54.9203756,23.8243665,54.9200774,23.8269199,2.0
54.9200774,23.8269199,54.9203524,23.8269774,1.0
54.9203524,23.8269774,54.924712799999995,23.8297095,11.0
54.924712799999995,23.8297095,54.9258478,23.825769599999997,4.0
54.9258478,23.825769599999997,54.9261146,23.8254016,1.0
54.9261146,23.8254016,54.9302664,23.819464699999997,3.0
54.9261146,23.8254016,54.9302664,23.819464699999997,3.0
54.9261146,23.8254016,54.9302664,23.819464699999997,8.0
54.9302664,23.819464699999997,54.930478699999995,23.8190977,1.0
54.930478699999995,23.8190977,54.9306188,23.819002299999998,1.0
54.9306188,23.819002299999998,54.932905299999994,23.8177794,3.0
54.932905299999994,23.8177794,54.934704399999994,23.816884299999998,3.0
54.934704399999994,23.816884299999998,54.9351941,23.8166293,1.0
54.9351941,23.8166293,54.9379121,23.8152896,4.0
54.9379121,23.8152896,54.9379674,23.815263899999998,1.0
54.9379674,23.815263899999998,54.9393241,23.814615999999997,2.0
54.9206104,23.817484,54.920602099999996,23.8177484,1.0
54.920602099999996,23.8177484,54.920533,23.819958699999997,2.0
54.920533,23.819958699999997,54.920486999999994,23.821332899999998,1.0
54.920486999999994,23.821332899999998,54.9204115,23.823407099999997,2.0
54.9204115,23.823407099999997,54.9204004,23.823703599999998,1.0
54.9204004,23.823703599999998,54.9203756,23.8243665,1.0
54.9203756,23.8243665,54.9200774,23.8269199,2.0
54.9200774,23.8269199,54.9203524,23.8269774,1.0
54.9203524,23.8269774,54.924712799999995,23.8297095,11.0
54.924712799999995,23.8297095,54.9258478,23.825769599999997,4.0
54.9258478,23.825769599999997,54.9261146,23.8254016,1.0
54.9261146,23.8254016,54.9302664,23.819464699999997,3.0
54.9261146,23.8254016,54.9302664,23.819464699999997,3.0
54.9261146,23.8254016,54.9302664,23.819464699999997,8.0
54.9302664,23.819464699999997,54.9317711,23.8212944,3.0
54.9317711,23.8212944,54.931831599999995,23.8235764,2.0
54.931831599999995,23.8235764,54.931767,23.825381999999998,2.0
54.931767,23.825381999999998,54.9318308,23.827397599999998,2.0
54.9318308,23.827397599999998,54.931955099999996,23.829269999999998,2.0
54.931955099999996,23.829269999999998,54.9340196,23.829627199999997,3.0
54.9340196,23.829627199999997,54.9354557,23.829987,2.0
54.9354557,23.829987,54.9360162,23.830126,1.0
54.9393241,23.814615999999997,54.9379674,23.815263899999998,2.0
54.9379674,23.815263899999998,54.9379121,23.8152896,1.0
54.9379121,23.8152896,54.9380156,23.8193223,3.0
54.9380156,23.8193223,54.938058999999996,23.8228983,3.0
54.938058999999996,23.8228983,54.938147099999995,23.8268325,4.0
54.938147099999995,23.8268325,54.937001699999996,23.8269177,2.0
54.937001699999996,23.8269177,54.9359307,23.8270087,2.0
54.9359307,23.8270087,54.9360162,23.830126,3.0
54.9393241,23.814615999999997,54.940363899999994,23.814108599999997,2.0
54.9393241,23.814615999999997,54.940363899999994,23.814108599999997,2.0
54.940363899999994,23.814108599999997,54.942501299999996,23.8134831,3.0
54.942501299999996,23.8134831,54.942986999999995,23.816312,3.0
54.942986999999995,23.816312,54.9432374,23.817768599999997,1.0
54.9432374,23.817768599999997,54.9434622,23.818952799999998,1.0
54.9434622,23.818952799999998,54.943617599999996,23.8198331,1.0
54.943617599999996,23.8198331,54.943805,23.8209165,1.0
54.943805,23.8209165,54.9440057,23.822040299999998,1.0
54.9440057,23.822040299999998,54.9440891,23.822507599999998,1.0
54.9440891,23.822507599999998,54.944240199999996,23.8233544,1.0
54.944240199999996,23.8233544,54.9444878,23.8247409,1.0
54.9444878,23.8247409,54.945189799999994,23.8287397,4.0
54.945189799999994,23.8287397,54.9459121,23.8286901,1.0
54.9459121,23.8286901,54.946469199999996,23.828635499999997,1.0
54.946469199999996,23.828635499999997,54.9468049,23.828609399999998,1.0
54.9468049,23.828609399999998,54.9475791,23.828563,1.0
54.940363899999994,23.814108599999997,54.942501299999996,23.8134831,3.0
54.942501299999996,23.8134831,54.942986999999995,23.816312,3.0
54.942986999999995,23.816312,54.9432374,23.817768599999997,1.0
54.9432374,23.817768599999997,54.9434622,23.818952799999998,1.0
54.9434622,23.818952799999998,54.943617599999996,23.8198331,1.0
54.943617599999996,23.8198331,54.943805,23.8209165,1.0
54.943805,23.8209165,54.9440057,23.822040299999998,1.0
54.9440057,23.822040299999998,54.9440891,23.822507599999998,1.0
54.9440891,23.822507599999998,54.944240199999996,23.8233544,1.0
54.944240199999996,23.8233544,54.9444878,23.8247409,1.0
54.9444878,23.8247409,54.945189799999994,23.8287397,4.0
54.945189799999994,23.8287397,54.9459121,23.8286901,1.0
54.9459121,23.8286901,54.946469199999996,23.828635499999997,1.0
54.946469199999996,23.828635499999997,54.9468049,23.828609399999998,1.0
54.9468049,23.828609399999998,54.9475791,23.828563,1.0
54.904579,23.8327891,54.904773299999995,23.835649699999998,3.0
54.904773299999995,23.835649699999998,54.9044332,23.836087,1.0
54.9044332,23.836087,54.9042214,23.8361934,1.0
54.9042214,23.8361934,54.9042095,23.836459599999998,1.0
54.9042095,23.836459599999998,54.9042871,23.836603,1.0
54.9042871,23.836603,54.904244399999996,23.8373982,1.0
54.904244399999996,23.8373982,54.9035624,23.841012499999998,39.0
54.9035624,23.841012499999998,54.9032779,23.8407377,1.0
54.9032779,23.8407377,54.9029781,23.8355991,5.0
54.904579,23.8327891,54.904773299999995,23.835649699999998,3.0
54.904773299999995,23.835649699999998,54.9044332,23.836087,1.0
54.9044332,23.836087,54.9042214,23.8361934,1.0
54.9042214,23.8361934,54.9042095,23.836459599999998,1.0
54.9042095,23.836459599999998,54.9042871,23.836603,1.0
54.9042871,23.836603,54.904244399999996,23.8373982,1.0
54.904244399999996,23.8373982,54.9035624,23.841012499999998,39.0
54.9035624,23.841012499999998,54.9032779,23.8407377,1.0
54.9032779,23.8407377,54.9029781,23.8355991,5.0
54.9029781,23.8355991,54.9035193,23.8340645,53.0
54.9035193,23.8340645,54.9129483,23.8352032,2.0
54.9035193,23.8340645,54.9129483,23.8352032,22.0
54.9129483,23.8352032,54.9127399,23.8364183,11.0
54.9127399,23.8364183,54.9134184,23.833664,4.0
54.9134184,23.833664,54.9146169,23.8345032,2.0
54.9146169,23.8345032,54.9157775,23.835346899999998,2.0
54.9157775,23.835346899999998,54.9161712,23.8356232,1.0
54.9161712,23.8356232,54.9162797,23.8357715,1.0
54.9162797,23.8357715,54.9170437,23.8339739,2.0
54.9170437,23.8339739,54.9171809,23.8336696,1.0
54.9171809,23.8336696,54.9180589,23.831721899999998,2.0
54.9180589,23.831721899999998,54.918338299999995,23.8311021,1.0
54.918338299999995,23.8311021,54.9187782,23.8301275,1.0
54.9187782,23.8301275,54.919062399999994,23.8294954,1.0
54.919062399999994,23.8294954,54.9197409,23.8279614,2.0
54.9197409,23.8279614,54.9199628,23.827327,1.0
54.904579,23.8327891,54.904773299999995,23.835649699999998,3.0
54.904773299999995,23.835649699999998,54.9044332,23.836087,1.0
54.9044332,23.836087,54.9042214,23.8361934,1.0
54.9042214,23.8361934,54.9042095,23.836459599999998,1.0
54.9042095,23.836459599999998,54.9042871,23.836603,1.0
54.9042871,23.836603,54.904244399999996,23.8373982,1.0
54.904244399999996,23.8373982,54.9035624,23.841012499999998,39.0
54.9035624,23.841012499999998,54.9032779,23.8407377,1.0
54.9032779,23.8407377,54.9029781,23.8355991,5.0
54.9029781,23.8355991,54.9035193,23.8340645,53.0
54.9035193,23.8340645,54.9129483,23.8352032,2.0
54.9035193,23.8340645,54.9129483,23.8352032,22.0
54.9129483,23.8352032,54.9140592,23.836167399999997,2.0
54.9140592,23.836167399999997,54.926884799999996,23.8513047,2.0
54.9140592,23.836167399999997,54.926884799999996,23.8513047,51.0
54.9140592,23.836167399999997,54.926884799999996,23.8513047,52.0
54.926884799999996,23.8513047,54.9277093,23.8532634,2.0
54.9277093,23.8532634,54.9348418,23.8705233,2.0
54.9277093,23.8532634,54.9348418,23.8705233,24.0
54.9277093,23.8532634,54.9348418,23.8705233,30.0
54.9348418,23.8705233,54.934865099999996,23.871413,1.0
54.934865099999996,23.871413,54.935775799999995,23.8734879,7.0
54.934865099999996,23.871413,54.935775799999995,23.8734879,9.0
54.935775799999995,23.8734879,54.9360013,23.8738341,1.0
54.9360013,23.8738341,54.936183,23.873470899999997,1.0
54.936183,23.873470899999997,54.9366311,23.8725746,1.0
54.9366311,23.8725746,54.936738399999996,23.8724581,1.0
54.936738399999996,23.8724581,54.936942599999995,23.8722221,1.0
54.936942599999995,23.8722221,54.936973699999996,23.8722131,1.0
54.936973699999996,23.8722131,54.937046599999995,23.8720385,1.0
54.937046599999995,23.8720385,54.937041,23.8719793,1.0
54.937041,23.8719793,54.9371175,23.8716503,1.0
54.9371175,23.8716503,54.937149999999995,23.8715391,1.0
54.937149999999995,23.8715391,54.938009799999996,23.869429399999998,3.0
54.938009799999996,23.869429399999998,54.938126999999994,23.8692219,1.0
54.938126999999994,23.8692219,54.9379235,23.8690128,1.0
54.9379235,23.8690128,54.9355172,23.8638986,6.0
54.9355172,23.8638986,54.935139899999996,23.8631545,1.0
54.935139899999996,23.8631545,54.9350149,23.8629145,1.0
54.9350149,23.8629145,54.9349839,23.8626668,1.0
54.9349839,23.8626668,54.934883,23.8626863,1.0
54.934883,23.8626863,54.930795499999995,23.857328499999998,8.0
54.930795499999995,23.857328499999998,54.930316999999995,23.8568225,1.0
54.930316999999995,23.8568225,54.928245399999994,23.8536626,5.0
54.928245399999994,23.8536626,54.9280579,23.853187899999998,1.0
54.9280579,23.853187899999998,54.9276245,23.8519333,2.0
54.9276245,23.8519333,54.927270299999996,23.851813,1.0
54.927270299999996,23.851813,54.9146076,23.836489699999998,2.0
54.927270299999996,23.851813,54.9146076,23.836489699999998,40.0
54.927270299999996,23.851813,54.9146076,23.836489699999998,48.0
54.9199628,23.827327,54.9203524,23.8269774,1.0
54.9203524,23.8269774,54.924712799999995,23.8297095,11.0
54.924712799999995,23.8297095,54.9228725,23.837937,7.0
54.924712799999995,23.8297095,54.9228725,23.837937,7.0
54.924712799999995,23.8297095,54.9228725,23.837937,8.0
54.9228725,23.837937,54.9226548,23.8385173,1.0
54.9226548,23.8385173,54.922095,23.840625199999998,2.0
54.922095,23.840625199999998,54.921981699999996,23.8410887,1.0
54.921981699999996,23.8410887,54.9212664,23.8473088,6.0
54.9212664,23.8473088,54.924244599999994,23.854019299999997,3.0
54.9212664,23.8473088,54.924244599999994,23.854019299999997,3.0
54.9212664,23.8473088,54.924244599999994,23.854019299999997,3.0
54.924244599999994,23.854019299999997,54.9245345,23.854425199999998,1.0
54.9245345,23.854425199999998,54.9256677,23.8546081,2.0
54.9256677,23.8546081,54.9257381,23.857741299999997,3.0
54.9257381,23.857741299999997,54.9266387,23.8625175,4.0
54.9266387,23.8625175,54.9276136,23.8636998,2.0
54.9276136,23.8636998,54.928397,23.865197499999997,2.0
54.928397,23.865197499999997,54.9296777,23.8668409,2.0
54.9296777,23.8668409,54.930252599999996,23.8675261,1.0
54.930252599999996,23.8675261,54.9306141,23.8668126,1.0
54.9306141,23.8668126,54.9348616,23.862897099999998,8.0
54.9348616,23.862897099999998,54.9350149,23.8629145,1.0
54.9350149,23.8629145,54.9349839,23.8626668,1.0
54.9349839,23.8626668,54.934883,23.8626863,1.0
54.934883,23.8626863,54.930795499999995,23.857328499999998,8.0
54.930795499999995,23.857328499999998,54.930316999999995,23.8568225,1.0
54.930316999999995,23.8568225,54.928245399999994,23.8536626,5.0
54.928245399999994,23.8536626,54.9280579,23.853187899999998,1.0
54.9280579,23.853187899999998,54.9276245,23.8519333,2.0
54.9276245,23.8519333,54.927270299999996,23.851813,1.0
54.927270299999996,23.851813,54.9146076,23.836489699999998,2.0
54.927270299999996,23.851813,54.9146076,23.836489699999998,40.0
54.927270299999996,23.851813,54.9146076,23.836489699999998,48.0
54.9199628,23.827327,54.9203524,23.8269774,1.0
54.9203524,23.8269774,54.924712799999995,23.8297095,11.0
54.924712799999995,23.8297095,54.9258478,23.825769599999997,4.0
54.9258478,23.825769599999997,54.9261146,23.8254016,1.0
54.9261146,23.8254016,54.9302664,23.819464699999997,3.0
54.9261146,23.8254016,54.9302664,23.819464699999997,3.0
54.9261146,23.8254016,54.9302664,23.819464699999997,8.0
54.9302664,23.819464699999997,54.9317711,23.8212944,3.0
54.9317711,23.8212944,54.931831599999995,23.8235764,2.0
54.931831599999995,23.8235764,54.931767,23.825381999999998,2.0
54.931767,23.825381999999998,54.9318308,23.827397599999998,2.0
54.9318308,23.827397599999998,54.931955099999996,23.829269999999998,2.0
54.931955099999996,23.829269999999998,54.9340196,23.829627199999997,3.0
54.9340196,23.829627199999997,54.9354557,23.829987,2.0
54.9354557,23.829987,54.9360162,23.830126,1.0
54.9199628,23.827327,54.9203524,23.8269774,1.0
54.9203524,23.8269774,54.924712799999995,23.8297095,11.0
54.924712799999995,23.8297095,54.9228725,23.837937,7.0
54.924712799999995,23.8297095,54.9228725,23.837937,7.0
54.924712799999995,23.8297095,54.9228725,23.837937,8.0
54.9228725,23.837937,54.9226548,23.8385173,1.0
54.9226548,23.8385173,54.9311061,23.8439975,2.0
54.9226548,23.8385173,54.9311061,23.8439975,14.0
54.9311061,23.8439975,54.932887799999996,23.8439776,3.0
54.932887799999996,23.8439776,54.932859,23.8424139,1.0
54.932859,23.8424139,54.9319655,23.8424902,1.0
54.9360162,23.830126,54.9354557,23.829987,1.0
54.9354557,23.829987,54.9340196,23.829627199999997,2.0
54.9340196,23.829627199999997,54.9338305,23.831748299999997,2.0
54.9338305,23.831748299999997,54.9336639,23.8334755,1.0
54.9336639,23.8334755,54.9333089,23.8373363,3.0
54.9333089,23.8373363,54.931419999999996,23.8367725,3.0
54.931419999999996,23.8367725,54.9311903,23.840856,4.0
54.9311903,23.840856,54.932859,23.8424139,4.0
54.932859,23.8424139,54.9319655,23.8424902,1.0
54.9360162,23.830126,54.9376567,23.8305091,2.0
54.9376567,23.8305091,54.9382069,23.8305218,1.0
54.9382069,23.8305218,54.939245,23.8299734,2.0
54.939245,23.8299734,54.939645399999996,23.8292555,1.0
54.939645399999996,23.8292555,54.940678,23.8291437,2.0
54.940678,23.8291437,54.941477199999994,23.8290453,1.0
54.941477199999994,23.8290453,54.9430519,23.8288931,2.0
54.9430519,23.8288931,54.945189799999994,23.8287397,3.0
54.945189799999994,23.8287397,54.9459121,23.8286901,1.0
54.9459121,23.8286901,54.946469199999996,23.828635499999997,1.0
54.946469199999996,23.828635499999997,54.9468049,23.828609399999998,1.0
54.9468049,23.828609399999998,54.9475791,23.828563,1.0
54.9360162,23.830126,54.9376567,23.8305091,2.0
54.9376567,23.8305091,54.9382069,23.8305218,1.0
54.9382069,23.8305218,54.9382581,23.833022,2.0
54.9382581,23.833022,54.938285199999996,23.833977599999997,1.0
54.938285199999996,23.833977599999997,54.9398056,23.8338826,2.0
54.9398056,23.8338826,54.9398706,23.8372139,3.0
54.9398706,23.8372139,54.939920199999996,23.8405584,3.0
54.9475791,23.828563,54.9468049,23.828609399999998,1.0
54.9468049,23.828609399999998,54.946469199999996,23.828635499999997,1.0
54.946469199999996,23.828635499999997,54.9459121,23.8286901,1.0
54.9459121,23.8286901,54.945189799999994,23.8287397,1.0
54.945189799999994,23.8287397,54.9430519,23.8288931,3.0
54.9430519,23.8288931,54.941477199999994,23.8290453,3.0
54.941477199999994,23.8290453,54.940678,23.8291437,1.0
54.940678,23.8291437,54.9407411,23.8338725,4.0
54.9407411,23.8338725,54.940802899999994,23.837160599999997,3.0
54.940802899999994,23.837160599999997,54.9398706,23.8372139,1.0
54.9398706,23.8372139,54.939920199999996,23.8405584,3.0
54.8564243,23.8422873,54.860827699999994,23.846286499999998,8.0
54.860827699999994,23.846286499999998,54.8620878,23.8473413,2.0
54.8620878,23.8473413,54.8623438,23.850720499999998,3.0
54.8623438,23.850720499999998,54.8626471,23.852550299999997,2.0
54.8626471,23.852550299999997,54.862081599999996,23.8527383,1.0
